Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided,Submitted via,Date sent to company?,Company response to consumer,Timely response?,Consumer disputed,Complaint ID
04/13/2017,Credit card,,Billing disputes,,"I 'm currently serving on XXXX in the XXXX. I applied for the Barclays Bank Luxury Gold card because at the time, Barclays had a great reputation for programs they offered to military members. They went well above and beyond the SCRA standard. They offered 0 % APR as part of the SCRA agreement. They also waived all transaction fees and well as the {$990.00} annual fee to all XXXX Military for the duration of their service. This is the explicit reason I applied for this card this past XX/XX/XXXX. In XX/XX/2016 Barclays decided to change to terms and conditions they offered to new Military members. They stated they were trying to bring them selves in line with everyone else in terms of SCRA. Every card service representative I talked to stated that if you were a previous card holder this would not affect you. Only new account holders after XX/XX/2016. After 10 month of having this card I received a notice in the mail stating that they could no longer honor the original terms and would begin accessing my account the annual fee of {$990.00}. I understand that Barclays Bank went well beyond any other creditor in regards to SCRA. However, not honoring the original terms of agreement to current card members is just bad business.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,CA,932XX,Servicemember,Consent provided,Web,04/13/2017,Closed with explanation,Yes,No,2433297
04/19/2017,Bank account or service,Checking account,Deposits and withdrawals,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94568,,,Web,04/19/2017,In progress,Yes,No,2439456
04/20/2017,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,Company believes the complaint is the result of a misunderstanding,"Hunter Warfield, Inc.",MD,21720,,Consent not provided,Web,04/20/2017,Closed with explanation,Yes,No,2445605
12/15/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,I co-signed a auto loan for my cousin. After 6 months she refinanced the vehicle. I was told everything would be taken care of. She refinanced and one day I get a call saying that the car note is late. I was shocked because I thought she 'd refinanced. So the truck was repossessed and now it 's on my credit report.,,"GENERAL MOTORS FINANCIAL COMPANY, INC.",IL,606XX,,Consent provided,Web,12/15/2015,Closed with explanation,Yes,No,1697827
03/04/2017,Credit reporting,,Incorrect information on credit report,Account terms,"Equifax reports XXXX account incorrectly. Account status is PAID IN FULL. They report it as collection/charge off. The account is paid in full. That is the CURRENT STATUS, and the current status is what is required to be reported by the Fair Credit Reporting Act. The 24 Month payment history should show XXXX, as in no report, as the account was closed in XX/XX/XXXX, there was no reporting from XX/XX/XXXX until XX/XX/XXXX. It was disputed, and was paid in full in XX/XX/XXXX. The reporting should show 3 months of late payments, and then a charge off XX/XX/XXXX, then it was closed, it should show XXXX, until XX/XX/XXXX when it should show pays as agreed, then should show XXXX for XX/XX/XXXX and after that. Balance should be {$0.00}, actual payment amount should be {$1000.00}. The report should show charge off amount of {$410.00}. Date closed should be XX/XX/XXXX, as they re-opened the account to accept full payment, and XXXX agreed at that time to report the account as paid in full, in exchange for the disputed payment in full of {$1000.00}. Comments should read Paid in Full after disputed charge off, the account reporting is still under dispute.
XXXX promised the consumer to show the account as PAID IN FULL STATUS when they accepted the disputed amount in XX/XX/XXXX. Please correct this reporting.",,"EQUIFAX, INC.",NC,287XX,,Consent provided,Web,03/04/2017,Closed with explanation,Yes,No,2371831
04/21/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MO,64030,Servicemember,N/A,Fax,04/21/2017,In progress,Yes,No,2446537
03/21/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,OH,44133,,N/A,Postal mail,03/21/2017,Closed with non-monetary relief,Yes,No,2397098
03/21/2017,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,NJ,07304,Older American,N/A,Referral,03/21/2017,Closed with explanation,Yes,No,2397110
04/18/2017,Credit card,,Delinquent account,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33905,,Consent not provided,Web,04/18/2017,Closed with explanation,Yes,No,2440139
04/19/2017,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"ARS National Services, Inc.",IL,604XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2440120
04/14/2017,Bank account or service,Checking account,"Account opening, closing, or management",,"I have opened the account of Bank of America and they indicated that if all of my account together have more then USD 10,000 balance i would not be charged monthly maintenance Fees. but all of sudden they started charging without any notice. And they agree although rep did not inform correctly we ca n't do anything",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,300XX,,Consent provided,Web,04/14/2017,Closed with monetary relief,Yes,No,2436309
04/18/2017,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,336XX,,,Web,04/18/2017,In progress,Yes,No,2441434
04/20/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"MOUNTAIN WEST FINANCIAL, INC.",CA,92509,,,Web,04/20/2017,Closed with monetary relief,Yes,No,2443842
04/14/2017,Bank account or service,Checking account,Using a debit or ATM card,,,,JPMORGAN CHASE & CO.,CA,941XX,,,Web,04/14/2017,Closed with monetary relief,Yes,No,2436634
04/18/2017,Debt collection,Payday loan,Communication tactics,Called after sent written cease of comm,,,ZARVAD III S.A.,CA,94578,,,Web,04/18/2017,Untimely response,No,No,2441307
04/05/2017,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,"BMW Financial Services NA, LLC",FL,34786,,N/A,Referral,04/05/2017,Closed with explanation,Yes,No,2420218
03/04/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"EQUIFAX, INC.",FL,33830,,Consent not provided,Web,03/04/2017,Closed with explanation,Yes,No,2371668
03/08/2017,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91203,,Other,Web,03/10/2017,Closed with monetary relief,Yes,No,2377534
04/18/2017,Bank account or service,Savings account,"Account opening, closing, or management",,,,"CITIZENS FINANCIAL GROUP, INC.",NH,038XX,,,Web,04/18/2017,In progress,Yes,No,2437665
04/18/2017,Bank account or service,Checking account,Using a debit or ATM card,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,REGIONS BANK,IL,62234,,Consent not provided,Web,04/18/2017,Closed with monetary relief,Yes,No,2440144
01/10/2017,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,Express Aviation,TX,78208,,Consent not provided,Web,03/04/2017,Closed with monetary relief,Yes,No,2280793
04/19/2017,Credit card,,Billing disputes,,,,JPMORGAN CHASE & CO.,NY,100XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2443455
04/07/2017,Bank account or service,Checking account,Deposits and withdrawals,,"Sent an electronic message to Ally customer service via their website asking "" I can transfer funds with next day delivery using your website from my XXXX account, but if I schedule recurring transfers there is a several-day delay. Why is this the case? Can you fix it? '' I received what I feel was a complete non-answer, what appeared to be boilerplate text describing their manual funds transfer policy.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,IL,600XX,,Consent provided,Web,04/07/2017,Closed with explanation,Yes,No,2424250
04/21/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Dovenmuehle Mortgage, Inc.",SC,297XX,,,Web,04/21/2017,Closed with explanation,Yes,No,2447529
04/18/2017,Bank account or service,Savings account,"Account opening, closing, or management",,,,JPMORGAN CHASE & CO.,NY,10006,,N/A,Referral,04/18/2017,Closed with explanation,Yes,No,2440660
04/19/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes the complaint is the result of a misunderstanding,"Hunter Warfield, Inc.",CO,80012,,N/A,Referral,04/20/2017,Closed with explanation,Yes,No,2441801
09/16/2014,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"CONSUMER PORTFOLIO SERVICES, INC.",MN,55419,,N/A,Web,09/19/2014,Closed with non-monetary relief,Yes,No,1030375
04/21/2017,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,604XX,,,Web,04/21/2017,Closed with explanation,Yes,No,2447205
04/21/2017,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,75089,,Consent not provided,Web,04/21/2017,Closed with monetary relief,Yes,No,2447714
04/18/2017,Bank account or service,Other bank product/service,Problems caused by my funds being low,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BANK OF THE WEST,CA,91745,,N/A,Referral,04/19/2017,Closed with explanation,Yes,No,2440657
04/06/2017,Bank account or service,Savings account,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92056,Older American,Consent not provided,Web,04/06/2017,Closed with explanation,Yes,No,2422888
04/05/2017,Consumer Loan,Installment loan,Managing the loan or lease,,,,BBVA COMPASS FINANCIAL CORPORATION,TX,75051,,,Web,04/06/2017,Closed with monetary relief,Yes,No,2422207
04/19/2017,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,PORTFOLIO RECOVERY ASSOCIATES INC,NJ,083XX,,,Web,04/19/2017,Closed with non-monetary relief,Yes,No,2443295
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,SCHOOLSFIRST FEDERAL CREDIT UNION,CA,926XX,Older American,,Web,04/19/2017,Closed with explanation,Yes,No,2442896
04/18/2017,Credit card,,Billing statement,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,931XX,,,Web,04/18/2017,Closed with monetary relief,Yes,No,2440129
03/31/2017,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",DC,20002,,N/A,Referral,04/07/2017,Closed with explanation,Yes,No,2413477
04/19/2017,Credit card,,Credit determination,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ZIONS BANCORPORATION,AZ,86409,,N/A,Referral,04/20/2017,Closed with explanation,Yes,No,2443331
04/20/2017,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,PORTFOLIO RECOVERY ASSOCIATES INC,TX,75287,,,Web,04/20/2017,Closed with non-monetary relief,Yes,No,2443956
03/22/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,AP,96375,Older American,Consent not provided,Web,03/22/2017,Closed with non-monetary relief,Yes,No,2397154
03/23/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"AmerAssist A/R Solutions, Inc.",CA,91344,,,Web,03/23/2017,Closed with explanation,No,No,2401435
04/19/2017,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"QUICKEN LOANS, INC.",WA,98272,,,Web,04/19/2017,Closed with explanation,Yes,No,2442464
04/19/2017,Credit card,,Closing/Cancelling account,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",PA,176XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2439502
03/09/2017,Debt collection,I do not know,False statements or representation,Indicated committed crime not paying,in XX/XX/2014 i have moved out a apartment complex called XXXX in XXXX TX and they reported some fees to a collection company called National credit XXXX i advised them i have a letter that i turned my keys and garage opener and that they done the walk through with me and they kep saying that im refusing to pay and that they will take me to court i want some of the fees lowered and for them to work with me and they refuse,Company believes it acted appropriately as authorized by contract or law,"National Credit Systems,Inc.",TX,750XX,,Consent provided,Web,03/09/2017,Closed with explanation,Yes,No,2379040
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",TN,38125,,,Web,04/19/2017,In progress,Yes,No,2442291
04/18/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"CITIZENS FINANCIAL GROUP, INC.",NH,03103,,N/A,Postal mail,04/18/2017,In progress,Yes,No,2439851
04/18/2017,Debt collection,Payday loan,Improper contact or sharing of info,Contacted me after I asked not to,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SOUTHERN MANAGEMENT CORP.,TX,782XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2441319
03/30/2017,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,DISCOVER BANK,MT,59624,Older American,N/A,Phone,03/30/2017,Closed with explanation,Yes,No,2412549
04/20/2017,Credit reporting,,Incorrect information on credit report,Account terms,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,773XX,,,Web,04/20/2017,Closed with explanation,Yes,No,2444620
05/29/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,MI,48382,Servicemember,N/A,Fax,05/31/2013,Closed with explanation,Yes,No,418505
04/20/2017,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Professional Debt Mediation, Inc.",CO,80817,Servicemember,Consent not provided,Web,04/20/2017,Closed with explanation,Yes,No,2445232
04/20/2017,Credit card,,Identity theft / Fraud / Embezzlement,,,,AMERICAN EXPRESS CENTURION BANK,NE,68118,,N/A,Phone,04/20/2017,Closed with explanation,Yes,No,2444254
04/20/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,925XX,,,Web,04/20/2017,In progress,Yes,No,2444948
04/13/2017,Credit card,,Other,,,,DISCOVER BANK,VA,23804,,N/A,Referral,04/14/2017,Closed with explanation,Yes,No,2433235
04/17/2017,Prepaid card,Gift or merchant card,"Managing, opening, or closing account",,,,Blackhawk Network Holdings Inc.,IA,528XX,,,Web,05/03/2017,In progress,Yes,No,2438105
02/23/2015,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",NY,12047,,N/A,Web,02/23/2015,Closed with explanation,Yes,No,1251272
04/18/2017,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Receivables Management Partners, LLC",IN,46235,,,Web,04/18/2017,Closed with explanation,Yes,No,2439349
03/04/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,FL,342XX,,N/A,Referral,03/04/2017,Closed with explanation,Yes,No,2371656
03/04/2017,Bank account or service,Savings account,Deposits and withdrawals,,,,"CITIZENS FINANCIAL GROUP, INC.",PA,17602,,Consent not provided,Web,03/04/2017,Closed with explanation,Yes,No,2371577
04/04/2017,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Performant Financial Corporation,CO,80013,,Consent not provided,Web,04/18/2017,Closed with explanation,Yes,No,2419045
04/05/2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Need information about my balance/terms,,,TRANSWORLD SYSTEMS INC,FL,327XX,,,Web,04/18/2017,In progress,Yes,No,2421146
04/21/2017,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,"Blatt, Hasenmiller, Leibsker & Moore, LLC",IL,62640,,N/A,Postal mail,04/24/2017,Closed with explanation,Yes,No,2446017
04/19/2017,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CarFinance Capital LLC,WA,98272,,Consent not provided,Web,04/19/2017,Closed with explanation,Yes,No,2443729
03/04/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,First Advantage LNS Inc.,TX,77241,,Consent not provided,Web,03/04/2017,In progress,No,No,2371584
04/18/2017,Credit card,,Other fee,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,CA,93940,Servicemember,Consent not provided,Web,04/18/2017,Closed with explanation,Yes,No,2439723
03/22/2017,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,MO,63042,,Consent not provided,Web,03/22/2017,Closed with explanation,Yes,No,2399157
09/01/2016,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,CREDENCE EXCELLENCE BEYOND BELIEF PROCESSED MY PAYMENT TWICE AND I HAVE BEEN TRYING TO GET THE REFUND FOR OVER A MONTH. I KEEP GETTING THE RUN AROUND AND HAVE PROVIDED PROOF AND STILL NO REFUND. THEY COULD BE PROCESSING DOUBLE PAYMENTS FOR A LOT OF ACCOUNTS. WHO KNOWS.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Credence Resource Management, LLC",CA,925XX,,Consent provided,Web,09/01/2016,Closed with explanation,Yes,No,2092269
04/18/2017,Credit card,,Credit determination,,,,"WELLS FARGO BANK, NATIONAL ASSOCIATION",KS,66605,,,Web,04/18/2017,Untimely response,No,No,2439802
04/19/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,NC,28539,,N/A,Referral,04/19/2017,Closed with explanation,Yes,No,2443431
03/08/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,Company believes it acted appropriately as authorized by contract or law,"National Credit Systems,Inc.",NC,27519,,Consent not provided,Web,03/08/2017,Closed with explanation,Yes,No,2378707
03/04/2017,Bank account or service,Other bank product/service,Deposits and withdrawals,,"I feel that Paypal has deceived me about their service because of 1 ) very limited, contradictory and poor information on their website. 2 ) customer service agents who stonewall, repeat provably incorrect information and contradict each other 3 ) repeated failures to respond or follow up with a response 4 ) claims that you can access your money by following various steps only to discover the money is still "" on hold. ''",,PAYPAL HOLDINGS INC.,DC,200XX,,Consent provided,Web,03/04/2017,Closed with non-monetary relief,Yes,Yes,2371784
04/19/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,PORTFOLIO RECOVERY ASSOCIATES INC,AR,72734,,,Web,04/19/2017,Closed with explanation,Yes,No,2442950
04/21/2017,Credit card,,Billing disputes,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,94805,Older American,N/A,Fax,04/21/2017,Closed with explanation,Yes,No,2447149
04/06/2017,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I do not feel I 've been getting fair opportunities to obtain a new loan modification to keep my home. Even the first modification in XX/XX/XXXX was questionable whether it was fair, my 3.75 % rate remain the same, even though rates were low in XXXX. And a list of following complaints and questions about my mortgage company : Why I am not able to apply my equity to my {$25000.00} plus loan deficit and put the loan in the rear and can get a new modification from my loan company?
I had and have multiple reduce of incomes over the last two years.
Previous modification in XXXX was not reduced enough to support my income. My 3.75 % interest remain the same, although rates were down considerably during XX/XX/XXXX.
I am asking for an investigation of the last mitigation from my loan company whether I was within the 31 % of my income bracket.
What about being able to get a Tier 2 in house modification?
I had several hardships in the last two years, but I feel they are overlooked and have not been considered viable to getting a loan modification.
I am requesting a copy of my loan company DEED, to see if my title was accepted and delivered to my loan company from my original mortgage company, to show if my current loan company has legally obtained my deed.
I am requesting an investigation into whether my equity in my home has been used by my current loan company during my several requests for trying to negotiate ways to keep my home ... however, my equity has not been used to pay off my {$25.00}, 000 loan deficits. Why???????
Whether my income was low or high, the I never was within the 31 % bracket to obtain a new modification, Why????
Who are my loan company lawyers that are calling asking for personal information, but do not say who they are and who they represent? Who are the lawyers putting foreclosure information on my door, but do not say who they represent? Are they my loan company lawyers?
I am investigating whether my loan company is legally my loan company that I been paying since XXXX? Was my deed and title transferred through acceptance and delivery? Or was this another "" robo copy '' transfer? '' I am submitting a new Mortgage assistance application on XXXX, hoping my loan company will negotiate another modification, if my loan company is my legal mortgage loan company.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",MD,207XX,,Consent provided,Web,04/06/2017,Closed with explanation,Yes,No,2420235
04/03/2017,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Telerecovery Corporation,LA,70560,Servicemember,Consent not provided,Web,04/03/2017,Closed with explanation,No,No,2417259
04/19/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Received bad information about my loan,,,AES/PHEAA,CA,914XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2442800
04/19/2017,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Bonded Collections of Rice Lake Inc,WI,54805,,,Web,04/19/2017,Closed with explanation,Yes,No,2441760
07/01/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,30044,,N/A,Web,07/02/2014,Closed with explanation,Yes,No,918977
04/03/2017,Bank account or service,Other bank product/service,Deposits and withdrawals,,,,JPMORGAN CHASE & CO.,NY,11771,,Other,Web,04/04/2017,Closed with explanation,Yes,No,2415992
03/04/2017,Credit card,,Billing disputes,,"In XX/XX/2016, I ordered XXXX dog pillows from XXXX online. The items were returned because it was not what I expected. I paid out of pocket to have the items returned because I did not want the credit card ( Comenity Bank ) to be charged. This transpired less the 10 days from initial order. The credit card sent me a bill because XXXX did not report to the credit card the items where returned within the time so not to get a charge from the credit card. I was not successful when I tried to get this error resolved. Comenity Bank representative advise me to pay them although I did not have the items. This situation is very discouraging because I returned the items within the time so the credit card would not be charge, as well as the credit card fees for items that where returned.",,Alliance Data Card Services,GA,302XX,,Consent provided,Web,03/04/2017,Closed with monetary relief,Yes,No,2371681
04/03/2017,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,CAPITAL ONE FINANCIAL CORPORATION,NY,10301,,N/A,Referral,04/04/2017,Closed with explanation,Yes,No,2416676
03/05/2017,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,"I applied for a mortgage in XXXX and at closing paid the required escrow. In early XXXX, my lending, Mortgage Solutions Financial, send me a check for about XXXX saying that that money was escrow overage. When I called my lender, they stated the money was mine to spend. I was n't aware that anything was wrong.

Around 12 months later, XX/XX/XXXX, I received a notice that my escrow was short XXXX. My lender is now requiring that I pay an additional XXXX ( new payment of XXXX ) per month to cure the shortage! Upon researching, I discovered that my taxes were assessed at land value for the year that I closed ( XXXX ) ; however, I do n't know why my lender would NOT have adjusted my expected escrow for the full purchase price the following year ( XXXX for year XXXX ). I ca n't afford this dramatic increase in mortgage payment.",,MORTGAGE SOLUTIONS OF COLORADO,TX,770XX,,Consent provided,Web,03/05/2017,Closed with explanation,Yes,No,2371603
04/20/2017,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,,,SPEEDY CASH INTERMEDIATE HOLDINGS CORP,OH,44805,,,Web,04/21/2017,Closed with explanation,Yes,No,2444012
04/19/2017,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Fay Servicing, LLC",MA,023XX,,,Web,04/20/2017,Closed with explanation,Yes,No,2442663
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"PENNYMAC LOAN SERVICES, LLC.",TN,37207,,,Web,04/19/2017,Closed with explanation,Yes,No,2443634
04/18/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,AZ,851XX,,,Web,04/18/2017,In progress,Yes,No,2439521
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,CA,919XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2443062
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",MD,212XX,,,Web,04/19/2017,Closed with explanation,Yes,No,2442089
03/21/2017,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,NY,11434,,N/A,Referral,03/22/2017,Closed with explanation,Yes,No,2397489
03/04/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"I paid off another account a couple of years ago with COLBRSRV and then they decided to add this debt to my report after I paid off the other debt. I have never been to XXXX before. I have asked for a copy of their investigation, but they refuse to provide it. I have also asked that a HIPAA Compliance officer provide signatures and any other documentation that shows that this is my debt, but nobody is providing anything. There are XXXX debts from XXXX on XXXX totalling XXXX and XXXX debt on XXXX totalling XXXX. Neither of these debts are mine.",,"Collection Bureau Services, Inc.",ID,837XX,,Consent provided,Web,03/04/2017,Closed with explanation,Yes,Yes,2371772
04/18/2017,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Senex Services Corp.,IN,46235,,,Web,04/18/2017,Untimely response,No,No,2439092
03/11/2017,Consumer Loan,Installment loan,Taking out the loan or lease,,"On behalf of my dad XXXX who is XXXX years of age. I am requesting an investigation as to why XXXX accounts were opened in his name in XX/XX/2016. Personal Line of Credit in the amount of {$8200.00}, Personal Loan in the amount of $ 16,000.00and a Credit Card in the amount of {$2000.00}. He does not remember signing documents, he was diagnosed with early signs of XXXX. I remember him receiving several calls from a Wells Fargo representative female caller during the months of XXXX and XX/XX/2016 and messages being left on the answering machine for him to return their calls. He advised that they told him he could earn more money on his accounts. I kept asking him who and what are they trying to sell you and he advised they are trying to help me. Enclosed please find documents to support my request. There were withdrawals when the accounts were opened and he indicated he does not remember receiving the monies. Just recently I learned that several employees were trying to open several accounts during 2016.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",NJ,086XX,,Consent provided,Web,03/14/2017,Closed with explanation,Yes,No,2382679
04/05/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,"Blakely-Witt and Associates, Inc.",TX,77078,,Consent not provided,Web,04/05/2017,Closed with explanation,Yes,No,2419538
03/16/2017,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,,,,N/A,Phone,03/16/2017,Closed with explanation,Yes,No,2391064
12/03/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,FL,32716,,N/A,Referral,12/04/2013,Closed with explanation,Yes,No,620269
04/11/2017,Bank account or service,Checking account,"Account opening, closing, or management",,,,BBVA COMPASS FINANCIAL CORPORATION,MA,02151,,,Web,04/12/2017,Closed with monetary relief,Yes,No,2429273
04/20/2017,Mortgage,FHA mortgage,Settlement process and costs,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,19027,,,Web,04/20/2017,In progress,Yes,No,2445713
